user_id,timestamp,login_time,logout_time,files_accessed,sensitive_access,unauthorized_access,usb_usage,location,network_activity,device_id,is_admin,account_age_days,login_method,department,off_hours_login,known_device,previous_risk_score,current_risk_score,alert_triggered
U01518,2025-06-11 09:26:04.470846,05:27:00,11:19:00,29,False,0,0,VPN,2920.99,DeviceD,False,284,Password,Sales,True,False,31.67,12.67,False
U01519,2025-07-04 02:59:04.470846,18:56:00,21:21:00,92,False,0,0,Remote,846.71,DeviceC,False,1980,SSO,HR,False,True,21.59,8.81,False
U01520,2025-07-06 06:11:04.470846,21:05:00,04:48:00,83,False,0,0,Remote,3309.68,DeviceC,False,928,SSO,Sales,True,True,43.43,45.46,True
U01521,2025-08-02 06:00:04.470846,21:02:00,01:04:00,16,False,0,0,Remote,401.9,DeviceB,False,1166,SSO,Sales,True,False,46.16,24.01,True
U01522,2025-07-29 20:15:04.470846,14:32:00,15:31:00,49,False,0,0,New_Device,2563.25,DeviceA,False,975,MFA,Engineering,False,True,44.29,30.59,True
U01523,2025-06-22 22:45:04.470846,02:09:00,03:06:00,92,True,0,1,VPN,1203.11,DeviceB,False,997,MFA,IT,True,True,14.75,11.0,False
U01524,2025-05-15 16:16:04.471864,12:27:00,15:41:00,41,True,0,0,New_Device,4276.92,DeviceA,False,959,MFA,Engineering,False,True,32.03,26.73,False
U01525,2025-06-20 15:39:04.471864,16:04:00,18:34:00,37,False,5,0,VPN,1057.46,DeviceC,False,500,Password,Sales,False,True,7.3,9.0,False
U01526,2025-06-21 21:29:04.471864,23:47:00,23:50:00,51,False,1,0,Remote,3110.51,DeviceC,False,1269,SSO,Engineering,True,True,23.24,43.51,False
U01527,2025-05-22 04:21:04.471864,11:08:00,20:02:00,8,False,0,0,HQ,1980.04,DeviceA,False,59,SSO,Finance,False,True,32.54,48.81,False
U01528,2025-06-29 02:01:04.471864,08:13:00,12:21:00,43,False,0,0,New_Device,2802.92,DeviceB,False,1547,SSO,Legal,False,True,21.97,11.59,False
U01529,2025-05-12 08:41:04.471864,22:04:00,06:05:00,21,False,0,0,New_Device,3394.67,DeviceA,False,66,Password,HR,True,True,31.11,17.4,False
U01530,2025-05-09 06:40:04.471864,12:31:00,12:45:00,78,False,0,1,VPN,4945.92,DeviceB,False,1079,Password,Legal,False,True,7.69,12.68,False
U01531,2025-05-22 09:48:04.471864,04:22:00,07:09:00,77,False,0,0,Remote,1507.02,DeviceB,False,1377,SSO,Finance,True,True,32.26,31.92,False
U01532,2025-07-26 07:35:04.471864,20:57:00,22:59:00,82,False,0,0,VPN,2293.22,DeviceD,False,1455,SSO,Engineering,True,True,13.35,21.45,False
U01533,2025-07-13 07:12:04.471864,09:38:00,11:25:00,48,False,0,0,HQ,452.06,DeviceD,False,272,MFA,HR,False,True,39.95,39.07,False
U01534,2025-06-25 07:43:04.471864,02:53:00,09:32:00,47,False,0,0,Remote,2106.72,DeviceD,False,1834,MFA,Engineering,True,True,39.32,27.77,False
U01535,2025-06-04 20:12:04.472863,01:19:00,02:52:00,5,False,2,0,New_Device,2586.56,DeviceB,False,467,Biometric,Sales,True,True,31.98,49.81,False
U01536,2025-07-04 04:35:04.472863,16:28:00,18:57:00,42,False,0,0,Remote,2339.91,DeviceB,False,1970,Password,Sales,False,True,6.61,13.01,False
U01537,2025-05-28 08:29:04.472863,10:51:00,12:01:00,29,False,0,1,Remote,601.0,DeviceB,True,1187,Password,IT,False,True,38.78,31.71,False
U01538,2025-05-27 16:55:04.472863,08:30:00,12:02:00,98,False,0,0,VPN,4070.21,DeviceA,True,29,MFA,Engineering,False,True,20.07,21.99,False
U01539,2025-08-03 08:01:04.472863,04:43:00,05:19:00,38,False,0,1,New_Device,167.68,DeviceC,False,159,Password,Engineering,True,True,47.07,26.5,True
U01540,2025-06-28 01:38:04.472863,16:29:00,22:13:00,87,False,0,0,HQ,3552.78,DeviceC,False,267,SSO,Engineering,False,True,24.78,43.37,False
U01541,2025-06-27 02:36:04.472863,13:21:00,16:17:00,13,True,3,0,Remote,4621.85,DeviceD,False,476,Biometric,Sales,False,True,20.52,37.6,False
U01542,2025-06-02 18:26:04.472863,06:12:00,10:15:00,0,True,0,0,Remote,3026.8,DeviceA,False,891,MFA,Finance,True,True,14.67,25.04,False
U01543,2025-07-03 11:11:04.472863,01:45:00,09:54:00,50,False,0,0,Remote,3525.53,DeviceA,False,1045,SSO,Engineering,True,True,39.44,16.84,False
U01544,2025-06-02 06:15:04.472863,04:22:00,07:25:00,9,False,0,1,Remote,211.32,DeviceD,False,1090,SSO,Finance,True,True,30.15,30.0,False
U01545,2025-06-30 02:41:04.472863,08:27:00,16:11:00,64,True,0,1,Remote,375.74,DeviceB,False,218,MFA,Sales,False,False,43.42,39.58,True
U01546,2025-07-31 23:56:04.473865,16:10:00,23:40:00,15,False,0,0,New_Device,1513.74,DeviceB,False,774,MFA,Sales,False,True,49.18,43.75,True
U01547,2025-07-09 17:07:04.473865,07:09:00,15:56:00,13,False,2,0,Remote,1888.93,DeviceC,False,1570,Password,IT,False,True,13.07,46.78,False
U01548,2025-07-31 05:27:04.473865,14:40:00,17:05:00,37,True,0,0,Remote,45.6,DeviceB,False,976,Biometric,HR,False,True,25.79,20.4,False
U01549,2025-06-25 11:25:04.473865,13:03:00,18:48:00,79,False,0,1,HQ,2186.49,DeviceD,False,466,Password,Engineering,False,True,32.09,17.28,False
U01550,2025-07-15 07:04:04.473865,03:59:00,10:06:00,51,False,1,0,HQ,1143.32,DeviceC,False,818,Biometric,Sales,True,True,9.58,29.89,False
U01551,2025-05-26 14:04:04.473865,14:08:00,18:52:00,13,True,0,0,New_Device,2319.6,DeviceC,False,42,Biometric,HR,False,True,31.15,13.93,False
U01552,2025-06-18 04:56:04.473865,05:53:00,08:56:00,87,True,0,0,New_Device,1422.62,DeviceA,False,182,MFA,HR,True,True,11.39,47.93,False
U01553,2025-07-04 10:54:04.473865,12:43:00,15:54:00,74,True,0,0,HQ,1311.28,DeviceC,True,704,Password,Finance,False,True,43.75,18.04,True
U01554,2025-05-23 08:58:04.473865,04:34:00,06:58:00,85,False,0,0,VPN,439.37,DeviceA,False,872,Biometric,Legal,True,True,10.3,13.64,False
U01555,2025-07-19 05:57:04.473865,16:19:00,18:05:00,76,False,0,0,New_Device,3844.93,DeviceB,False,653,Password,Legal,False,True,40.3,29.55,True
U01556,2025-07-21 10:01:04.474868,08:00:00,15:27:00,44,False,3,0,HQ,2952.58,DeviceA,False,1098,MFA,Sales,False,True,19.05,49.26,False
U01557,2025-06-21 01:10:04.474868,13:24:00,17:30:00,20,False,0,0,VPN,1076.52,DeviceD,False,913,Biometric,Engineering,False,True,16.07,34.89,False
U01558,2025-05-23 17:03:04.474868,12:25:00,15:31:00,31,True,0,0,New_Device,3833.87,DeviceA,False,289,MFA,Engineering,False,True,39.84,36.23,False
U01559,2025-07-06 06:44:04.474868,01:46:00,06:08:00,22,True,1,0,HQ,4037.36,DeviceB,False,776,SSO,Sales,True,True,35.39,33.04,False
U01560,2025-05-25 06:21:04.474868,13:49:00,19:24:00,1,False,0,0,Remote,2929.62,DeviceA,True,1674,MFA,IT,False,True,28.2,32.82,False
U01561,2025-06-05 11:19:04.474868,09:16:00,16:21:00,89,False,0,0,Remote,1596.11,DeviceB,True,635,Biometric,Legal,False,True,21.64,37.82,False
U01562,2025-06-24 02:47:04.474868,17:59:00,23:18:00,56,False,0,0,New_Device,56.13,DeviceD,False,1514,Biometric,Finance,False,False,28.8,6.7,False
U01563,2025-06-06 22:33:04.474868,16:40:00,17:27:00,4,True,0,0,HQ,620.36,DeviceD,False,1383,Password,Engineering,False,True,23.98,30.01,False
U01564,2025-08-05 15:17:04.474868,14:49:00,16:39:00,80,False,0,0,HQ,1580.73,DeviceC,False,1880,MFA,Legal,False,True,44.08,28.3,True
U01565,2025-05-28 00:28:04.474868,17:33:00,17:42:00,80,False,0,0,New_Device,3273.04,DeviceA,False,797,MFA,Sales,False,True,42.77,22.13,True
U01566,2025-07-10 00:45:04.474868,14:47:00,15:14:00,50,False,2,0,New_Device,4894.74,DeviceB,False,403,Password,HR,False,False,17.9,24.54,False
U01567,2025-05-29 08:55:04.475864,08:40:00,09:08:00,15,True,0,1,VPN,3708.19,DeviceA,False,1498,Biometric,Engineering,False,True,26.6,8.72,False
U01568,2025-07-24 05:02:04.475864,21:22:00,22:28:00,99,False,0,0,HQ,2229.27,DeviceC,False,1797,Biometric,Engineering,True,True,29.75,44.28,False
U01569,2025-05-13 09:00:04.475864,11:13:00,14:14:00,33,False,0,0,Remote,2970.24,DeviceC,False,864,Biometric,HR,False,True,25.47,17.84,False
U01570,2025-06-28 18:52:04.475864,12:19:00,14:57:00,71,False,0,0,Remote,3359.53,DeviceD,False,36,MFA,Engineering,False,True,48.86,38.41,True
U01571,2025-06-21 08:11:04.475864,13:16:00,14:04:00,49,False,1,0,VPN,2144.29,DeviceD,False,1886,Password,Finance,False,False,47.89,43.95,True
U01572,2025-05-17 16:57:04.475864,01:55:00,10:20:00,22,False,3,0,HQ,3165.37,DeviceD,False,474,SSO,Legal,True,True,45.48,13.61,True
U01573,2025-05-25 05:29:04.475864,20:12:00,05:06:00,93,False,0,1,Remote,796.4,DeviceC,False,1308,Biometric,Engineering,True,True,14.43,29.29,False
U01574,2025-06-26 02:38:04.475864,13:12:00,19:42:00,99,True,0,1,New_Device,3223.23,DeviceD,False,1655,SSO,Engineering,False,True,35.23,8.83,False
U01575,2025-06-05 09:43:04.476866,21:06:00,21:42:00,86,False,0,0,New_Device,2801.61,DeviceA,True,903,Password,Finance,True,True,8.71,32.46,False
U01576,2025-07-28 03:04:04.476866,12:21:00,16:37:00,52,False,0,0,VPN,1239.33,DeviceC,False,622,MFA,Finance,False,True,30.62,49.84,False
U01577,2025-07-16 07:29:04.476866,09:24:00,13:10:00,73,False,0,0,VPN,1541.06,DeviceA,False,351,Password,Legal,False,False,42.25,40.19,True
U01578,2025-06-13 01:23:04.476866,19:33:00,03:59:00,7,True,0,0,HQ,746.26,DeviceA,False,1552,MFA,Legal,False,True,16.1,32.64,False
U01579,2025-07-19 23:38:04.476866,09:24:00,10:48:00,5,False,0,0,VPN,3691.37,DeviceC,False,733,SSO,Engineering,False,False,25.36,16.16,False
U01580,2025-05-30 02:27:04.476866,01:26:00,02:07:00,27,False,0,0,New_Device,1397.45,DeviceC,False,1984,Biometric,Engineering,True,True,45.27,46.67,True
U01581,2025-08-06 08:18:04.476866,17:28:00,20:01:00,11,True,0,0,VPN,3245.2,DeviceD,False,1292,MFA,HR,False,True,17.64,45.6,False
U01582,2025-07-16 05:07:04.476866,20:14:00,03:50:00,0,True,0,0,New_Device,275.49,DeviceD,False,1014,Biometric,Finance,True,True,45.41,44.75,True
U01583,2025-06-04 15:38:04.476866,10:30:00,12:36:00,17,True,0,0,Remote,1463.51,DeviceA,False,1449,Biometric,Finance,False,True,10.87,48.08,False
U01584,2025-07-13 13:06:04.476866,11:31:00,14:45:00,85,True,0,0,VPN,1498.48,DeviceA,False,434,Password,Sales,False,True,12.66,27.05,False
U01585,2025-06-19 09:28:04.477882,02:56:00,08:40:00,91,False,0,0,VPN,3870.48,DeviceD,False,1920,SSO,Finance,True,False,11.32,7.29,False
U01586,2025-07-17 07:09:04.477882,18:43:00,22:08:00,36,False,0,1,HQ,3702.0,DeviceB,False,964,MFA,IT,False,True,31.22,41.35,False
U01587,2025-07-17 03:51:04.477882,01:29:00,02:45:00,30,False,0,0,VPN,1723.15,DeviceD,False,1223,Biometric,Engineering,True,True,14.12,22.08,False
U01588,2025-06-06 02:06:04.477882,15:14:00,00:12:00,96,False,0,0,Remote,2989.84,DeviceC,False,1981,Biometric,Finance,False,False,21.17,10.06,False
U01589,2025-07-27 18:46:04.477882,13:51:00,17:55:00,82,True,0,0,New_Device,822.29,DeviceA,False,845,Biometric,HR,False,True,37.56,14.03,False
U01590,2025-05-14 07:26:04.477882,04:37:00,09:58:00,71,False,0,0,HQ,1856.24,DeviceA,False,168,SSO,Sales,True,True,24.29,8.66,False
U01591,2025-06-11 15:44:04.477882,02:16:00,03:05:00,14,False,0,0,HQ,1228.37,DeviceB,False,163,SSO,HR,True,True,38.72,16.51,False
U01592,2025-07-24 01:07:04.477882,12:54:00,17:38:00,24,False,0,1,New_Device,4436.1,DeviceA,False,1975,Password,IT,False,True,24.44,35.42,False
U01593,2025-07-02 08:40:04.477882,01:06:00,02:29:00,5,False,0,0,HQ,552.98,DeviceD,False,690,MFA,Sales,True,True,30.9,16.25,False
U01594,2025-05-29 15:00:04.478863,21:30:00,04:52:00,94,False,0,0,HQ,4546.57,DeviceB,False,882,SSO,Finance,True,True,33.41,15.73,False
U01595,2025-05-26 09:36:04.478863,10:20:00,15:18:00,34,False,0,0,VPN,4546.63,DeviceD,True,1172,MFA,Finance,False,True,22.55,28.62,False
U01596,2025-07-20 21:39:04.478863,14:29:00,17:27:00,87,False,0,0,New_Device,587.5,DeviceC,False,1677,SSO,HR,False,True,46.51,11.74,True
U01597,2025-05-27 04:45:04.478863,10:45:00,18:02:00,78,False,0,0,Remote,4076.82,DeviceD,False,432,Biometric,Legal,False,True,8.79,27.08,False
U01598,2025-07-30 22:46:04.478863,21:33:00,22:26:00,14,False,0,0,Remote,1943.15,DeviceC,False,1312,Biometric,Finance,True,False,34.17,45.62,False
U01599,2025-05-11 01:37:04.478863,15:32:00,17:38:00,5,False,0,0,Remote,3697.73,DeviceC,False,1262,MFA,HR,False,True,29.92,37.14,False
U01600,2025-05-28 19:15:04.478863,00:14:00,07:23:00,90,False,0,0,New_Device,292.43,DeviceC,False,1249,Password,Sales,True,True,38.45,11.51,False
U01601,2025-05-24 08:06:04.478863,00:29:00,05:52:00,99,False,0,0,New_Device,2727.45,DeviceA,False,105,MFA,Sales,True,True,24.34,14.02,False
U01602,2025-05-30 17:57:04.478863,02:34:00,04:12:00,43,True,0,0,VPN,2379.76,DeviceD,False,775,Password,HR,True,True,11.48,47.44,False
U01603,2025-07-26 12:14:04.478863,15:57:00,17:22:00,26,True,0,0,HQ,3014.72,DeviceD,False,378,Password,IT,False,False,11.48,38.6,False
U01604,2025-06-25 11:26:04.478863,01:07:00,06:08:00,23,True,0,0,VPN,250.84,DeviceD,False,648,Biometric,Legal,True,True,15.18,24.98,False
U01605,2025-07-15 12:35:04.478863,01:06:00,09:47:00,27,False,0,1,New_Device,4081.8,DeviceA,False,150,Password,IT,True,True,20.42,31.97,False
U01606,2025-06-20 11:32:04.479867,07:25:00,12:53:00,26,True,0,0,VPN,1738.26,DeviceD,False,412,SSO,Engineering,False,True,46.33,25.73,True
U01607,2025-06-19 01:37:04.479867,18:04:00,18:19:00,49,False,0,0,HQ,961.28,DeviceB,False,1481,MFA,Sales,False,True,44.68,32.02,True
U01608,2025-06-24 05:10:04.479867,06:43:00,10:09:00,88,False,0,0,New_Device,2884.27,DeviceC,False,1537,MFA,Engineering,True,True,27.68,33.49,False
U01609,2025-05-30 12:12:04.479867,06:16:00,14:06:00,70,True,0,0,VPN,2780.11,DeviceD,False,1158,SSO,Finance,True,True,27.77,48.49,False
U01610,2025-06-03 20:21:04.479867,20:56:00,00:13:00,54,False,0,1,VPN,1760.81,DeviceA,False,709,MFA,Finance,True,True,47.85,38.5,True
U01611,2025-07-20 09:41:04.479867,05:01:00,08:43:00,32,False,4,0,VPN,2740.1,DeviceB,False,450,MFA,Engineering,True,False,7.53,22.66,False
U01612,2025-07-21 21:49:04.479867,02:03:00,08:53:00,4,False,0,0,New_Device,3146.23,DeviceA,False,1639,Password,Sales,True,True,22.11,29.92,False
U01613,2025-07-21 13:14:04.479867,07:12:00,15:03:00,39,False,0,0,HQ,3968.16,DeviceD,False,562,Biometric,IT,False,True,20.98,36.51,False
U01614,2025-07-03 09:35:04.479867,11:02:00,12:54:00,58,False,0,0,Remote,4970.17,DeviceC,True,138,Biometric,IT,False,True,32.44,41.5,False
U01615,2025-05-19 04:28:04.481099,19:11:00,21:06:00,29,False,0,0,VPN,2596.7,DeviceC,False,1665,Password,Legal,False,True,45.15,17.73,True
U01616,2025-08-03 13:55:04.481099,07:38:00,15:16:00,17,False,0,0,VPN,2592.12,DeviceB,False,1190,SSO,Sales,False,True,39.82,40.98,False
U01617,2025-06-30 12:21:04.481099,04:22:00,12:41:00,67,False,1,0,VPN,3705.3,DeviceB,False,1140,MFA,Legal,True,True,34.23,26.57,False
U01618,2025-05-20 11:45:04.481099,21:52:00,03:20:00,16,True,0,0,New_Device,4482.09,DeviceD,True,1361,Biometric,Sales,True,False,27.09,49.95,False
U01619,2025-07-24 22:50:04.481099,07:04:00,10:48:00,63,False,1,0,Remote,1574.21,DeviceC,False,902,Password,IT,False,True,48.2,29.6,True
U01620,2025-06-08 16:19:04.481099,13:44:00,18:40:00,57,False,2,0,VPN,2327.18,DeviceC,False,878,MFA,IT,False,True,8.08,9.38,False
U01621,2025-07-03 01:56:04.481099,23:46:00,07:41:00,62,True,0,0,Remote,1166.87,DeviceA,False,998,SSO,IT,True,True,39.21,34.1,False
U01622,2025-06-30 09:50:04.481099,07:40:00,10:24:00,7,False,0,1,New_Device,1671.75,DeviceA,False,1643,MFA,Sales,False,True,10.19,39.94,False
U01623,2025-07-28 16:55:04.481099,22:57:00,04:38:00,83,False,0,0,VPN,1405.67,DeviceB,False,1489,SSO,Legal,True,True,35.04,42.02,False
U01624,2025-06-01 16:37:04.481099,22:03:00,06:59:00,67,True,0,0,New_Device,60.52,DeviceC,False,1224,SSO,Engineering,True,True,12.87,19.58,False
U01625,2025-06-14 15:41:04.482121,19:50:00,21:49:00,63,True,0,0,New_Device,4743.13,DeviceC,False,616,Password,Engineering,False,True,35.22,35.65,False
U01626,2025-05-25 10:02:04.482121,16:31:00,18:59:00,36,True,0,1,VPN,2751.47,DeviceB,False,1996,Password,Engineering,False,True,31.02,22.74,False
U01627,2025-05-27 04:29:04.482121,21:37:00,03:49:00,48,False,0,0,Remote,3819.49,DeviceD,False,506,Password,Legal,True,True,28.33,42.19,False
U01628,2025-05-15 12:54:04.482121,02:08:00,08:26:00,88,False,0,0,New_Device,1415.63,DeviceC,True,677,SSO,Finance,True,True,46.22,33.99,True
U01629,2025-05-17 02:17:04.482121,13:09:00,19:58:00,14,False,0,0,Remote,2083.55,DeviceD,True,1242,Biometric,Engineering,False,True,16.33,20.87,False
U01630,2025-06-30 19:08:04.482121,09:32:00,15:56:00,20,False,0,0,VPN,394.36,DeviceC,False,786,Password,HR,False,True,20.23,27.51,False
U01631,2025-08-03 08:08:04.482121,00:05:00,05:24:00,12,False,1,0,New_Device,2554.08,DeviceD,False,1576,SSO,Engineering,True,True,8.21,30.56,False
U01632,2025-06-18 05:06:04.482121,12:48:00,14:07:00,86,False,0,1,Remote,1972.49,DeviceA,False,1534,Biometric,IT,False,True,22.13,8.79,False
U01633,2025-05-27 08:09:04.482121,20:07:00,00:37:00,37,False,2,0,HQ,4113.18,DeviceB,False,1426,SSO,Sales,True,True,21.75,21.66,False
U01634,2025-05-08 16:51:04.482121,21:34:00,01:59:00,8,False,0,0,HQ,2337.07,DeviceA,True,1361,Biometric,IT,True,True,6.97,44.49,False
U01635,2025-06-08 19:01:04.483125,16:18:00,17:05:00,37,True,0,1,New_Device,1071.49,DeviceA,False,1102,Password,IT,False,True,46.19,9.31,True
U01636,2025-07-04 18:44:04.483125,06:13:00,14:17:00,14,True,0,0,New_Device,1984.09,DeviceA,False,1323,SSO,HR,True,True,22.65,46.54,False
U01637,2025-06-09 20:05:04.483125,10:56:00,12:39:00,83,True,0,0,New_Device,3345.27,DeviceB,False,716,SSO,Sales,False,True,28.3,41.85,False
U01638,2025-06-30 15:38:04.483125,01:34:00,02:34:00,20,False,0,1,New_Device,1828.17,DeviceA,False,1471,Biometric,Sales,True,False,45.26,39.18,True
U01639,2025-07-25 04:57:04.483125,20:55:00,00:12:00,34,True,0,0,New_Device,277.17,DeviceD,False,1629,Biometric,Finance,True,True,16.14,24.89,False
U01640,2025-07-19 05:18:04.483125,23:30:00,01:38:00,75,False,0,1,VPN,4712.92,DeviceB,False,1741,MFA,IT,True,False,16.49,31.91,False
U01641,2025-06-17 15:29:04.483125,20:09:00,23:40:00,64,False,0,0,New_Device,3112.32,DeviceD,False,701,Biometric,HR,True,True,31.18,12.71,False
U01642,2025-06-09 10:56:04.483125,07:56:00,16:25:00,21,False,0,0,New_Device,567.15,DeviceC,False,1814,Biometric,Sales,False,False,33.43,34.63,False
U01643,2025-07-11 08:45:04.483125,14:02:00,15:24:00,62,True,1,0,New_Device,4606.49,DeviceC,False,1239,MFA,Finance,False,True,32.46,44.81,False
U01644,2025-05-12 20:35:04.483125,01:31:00,09:14:00,58,True,0,0,HQ,726.48,DeviceD,False,58,Password,Finance,True,True,44.4,45.76,True
U01645,2025-07-03 15:23:04.484119,00:21:00,06:49:00,45,False,0,0,Remote,2982.41,DeviceB,False,1103,MFA,HR,True,True,28.92,23.59,False
U01646,2025-06-17 05:14:04.484119,14:22:00,15:57:00,31,False,0,0,Remote,4964.31,DeviceB,False,1119,MFA,HR,False,True,42.42,12.86,True
U01647,2025-07-06 12:00:04.484119,17:24:00,19:10:00,70,False,0,0,Remote,71.8,DeviceC,False,762,Biometric,IT,False,True,46.34,7.28,True
U01648,2025-08-02 20:18:04.484119,05:24:00,13:22:00,49,False,0,0,HQ,4150.44,DeviceC,False,1920,SSO,Legal,True,True,15.56,7.41,False
U01649,2025-07-30 04:32:04.484119,09:28:00,14:17:00,7,False,0,0,HQ,1097.77,DeviceC,False,149,Biometric,Legal,False,True,40.05,20.55,True
U01650,2025-07-06 15:28:04.484119,02:00:00,07:28:00,46,False,0,1,Remote,457.09,DeviceD,False,535,Biometric,Sales,True,False,46.93,12.85,True
U01651,2025-07-11 11:58:04.484119,18:49:00,03:33:00,38,True,0,0,Remote,683.97,DeviceB,False,1763,SSO,HR,False,True,45.28,41.12,True
U01652,2025-05-25 01:28:04.484119,23:41:00,04:36:00,40,False,0,0,VPN,4540.4,DeviceC,False,1995,Password,Legal,True,True,20.01,45.33,False
U01653,2025-06-13 00:32:04.484119,16:33:00,23:23:00,87,False,0,0,Remote,4730.35,DeviceA,False,1484,SSO,Legal,False,True,41.01,39.46,True
U01654,2025-07-01 17:29:04.484119,22:29:00,02:59:00,54,False,0,1,Remote,3165.16,DeviceA,True,1461,MFA,HR,True,True,8.48,44.78,False
U01655,2025-06-23 04:26:04.484119,09:32:00,18:01:00,78,False,0,0,VPN,1102.97,DeviceC,False,1089,Biometric,HR,False,True,25.35,19.2,False
U01656,2025-07-14 14:49:04.485122,06:15:00,14:28:00,33,False,0,1,HQ,2332.83,DeviceD,False,625,SSO,Finance,True,True,30.36,15.77,False
U01657,2025-07-08 03:30:04.485122,21:31:00,03:01:00,36,False,0,0,VPN,2409.74,DeviceC,False,575,Biometric,HR,True,False,29.52,6.89,False
U01658,2025-06-08 14:35:04.485122,07:07:00,11:00:00,2,True,0,0,VPN,1168.84,DeviceD,False,342,SSO,Engineering,False,True,47.08,15.44,True
U01659,2025-07-09 20:42:04.485122,16:52:00,18:02:00,29,False,0,0,Remote,4436.18,DeviceB,False,190,SSO,IT,False,True,14.87,42.27,False
U01660,2025-08-05 18:09:04.485122,07:48:00,10:40:00,51,True,3,0,New_Device,2892.51,DeviceC,False,147,SSO,Sales,False,True,7.92,47.2,False
U01661,2025-06-30 02:27:04.485122,21:13:00,03:35:00,63,False,0,0,New_Device,884.01,DeviceB,False,1974,Biometric,Engineering,True,True,49.33,43.9,True
U01662,2025-05-28 20:13:04.485122,12:10:00,20:25:00,98,False,0,0,New_Device,3971.64,DeviceC,True,363,Password,Legal,False,True,27.88,28.25,False
U01663,2025-06-22 20:24:04.485122,20:06:00,00:01:00,71,False,0,0,VPN,3008.23,DeviceA,False,81,Password,Finance,True,True,16.73,44.6,False
U01664,2025-06-17 00:18:04.486121,12:11:00,17:06:00,86,False,0,0,VPN,3588.26,DeviceA,False,204,MFA,Legal,False,False,26.27,39.42,False
U01665,2025-05-10 03:33:04.486121,16:09:00,22:29:00,77,False,1,0,New_Device,3168.43,DeviceB,False,799,Biometric,IT,False,False,40.19,45.83,True
U01666,2025-06-22 02:03:04.486121,13:02:00,16:41:00,35,False,0,0,Remote,2966.35,DeviceD,False,1644,SSO,Sales,False,True,43.06,16.59,True
U01667,2025-06-19 18:44:04.486121,22:49:00,01:34:00,29,False,0,0,Remote,3634.47,DeviceC,False,1218,Password,Finance,True,True,6.57,19.78,False
U01668,2025-06-06 23:32:04.486121,13:52:00,20:08:00,44,False,0,1,VPN,3700.04,DeviceC,False,584,MFA,Legal,False,False,38.26,43.64,False
U01669,2025-07-14 06:54:04.486121,16:20:00,19:43:00,37,False,0,0,HQ,2922.43,DeviceD,False,1225,Password,Legal,False,True,44.0,40.23,True
U01670,2025-07-06 09:20:04.486121,18:29:00,23:53:00,42,False,0,0,New_Device,4536.71,DeviceA,False,856,Biometric,IT,False,True,26.39,18.15,False
U01671,2025-05-08 18:59:04.486121,17:10:00,17:12:00,4,True,3,0,Remote,4658.99,DeviceB,False,1600,Password,IT,False,False,46.85,27.09,True
U01672,2025-06-22 06:18:04.486121,02:10:00,06:59:00,62,True,0,0,VPN,1735.54,DeviceB,False,149,Biometric,Sales,True,True,44.13,25.83,True
U01673,2025-05-13 06:35:04.486121,04:02:00,12:41:00,88,False,0,0,VPN,2317.29,DeviceD,False,1320,MFA,HR,True,True,45.48,14.81,True
U01674,2025-06-06 14:56:04.487120,04:42:00,05:31:00,21,False,0,0,VPN,1471.86,DeviceA,False,171,Biometric,Engineering,True,True,37.62,12.1,False
U01675,2025-07-16 04:42:04.487120,22:36:00,23:44:00,1,False,0,0,VPN,1732.41,DeviceC,False,946,Password,Finance,True,False,41.0,35.43,True
U01676,2025-07-01 17:32:04.487120,04:46:00,12:10:00,4,False,1,1,New_Device,3311.33,DeviceB,False,977,SSO,IT,True,True,48.64,49.61,True
U01677,2025-06-16 22:21:04.487120,09:03:00,14:18:00,11,False,0,0,New_Device,1832.87,DeviceD,False,570,MFA,Legal,False,True,19.49,19.08,False
U01678,2025-05-14 21:18:04.487120,18:18:00,02:42:00,57,False,0,1,VPN,2918.89,DeviceD,False,1296,SSO,Finance,False,True,39.55,49.65,False
U01679,2025-05-23 15:51:04.487120,19:24:00,22:31:00,84,False,0,1,New_Device,4049.55,DeviceB,False,529,Password,Legal,False,True,19.29,38.88,False
U01680,2025-07-07 13:45:04.487120,07:57:00,13:08:00,4,False,0,0,HQ,3646.97,DeviceC,False,1030,Biometric,Finance,False,True,16.0,26.87,False
U01681,2025-06-16 06:56:04.487120,00:38:00,01:27:00,24,False,0,0,VPN,4185.48,DeviceD,False,1469,Biometric,IT,True,True,22.51,8.1,False
U01682,2025-05-28 22:06:04.487120,03:27:00,04:38:00,24,False,0,1,New_Device,3679.27,DeviceD,False,1794,SSO,Engineering,True,False,26.73,14.99,False
U01683,2025-07-09 13:54:04.487120,00:09:00,04:33:00,32,False,0,0,VPN,1042.53,DeviceB,False,1912,SSO,IT,True,False,14.96,23.5,False
U01684,2025-07-20 21:58:04.487120,16:12:00,21:45:00,68,True,0,0,Remote,1834.94,DeviceD,False,1337,MFA,HR,False,True,34.95,22.18,False
U01685,2025-07-06 12:23:04.487120,12:17:00,20:14:00,9,False,0,0,VPN,2609.03,DeviceD,False,698,Biometric,Legal,False,True,44.9,26.39,True
U01686,2025-05-30 02:31:04.487120,20:58:00,03:58:00,1,False,3,0,VPN,2178.71,DeviceB,False,1727,SSO,Finance,True,True,20.44,26.5,False
U01687,2025-07-14 20:52:04.487120,21:03:00,21:24:00,80,True,0,0,New_Device,1365.13,DeviceC,False,1703,Password,Legal,True,False,20.12,28.19,False
